Species,MockCommunity,MinimumSeqQuality,Classifier,Database,F1_score,Recall,Precision
Botrytis_fabae,Mock2,Qmin17,aodp,GSD,0.96128423,0.933944954,0.990272374
Candida_boleticola,Mock2,Qmin17,aodp,GSD,0.988950276,0.985321101,0.992606285
Candida_caryicola,Mock2,Qmin17,aodp,GSD,0.988051471,0.986238532,0.989871087
Candida_catenulata,Mock2,Qmin17,aodp,GSD,0.981707317,0.992951542,0.970714901
Candida_dubliniensis,Mock2,Qmin17,aodp,GSD,0.972072072,0.989908257,0.954867257
Candida_glabrata,Mock2,Qmin17,aodp,GSD,0.864484045,0.764382558,0.994754411
Candida_metapsilosis,Mock2,Qmin17,aodp,GSD,0.972345679,0.99293999,0.952588292
Candida_parapsilosis,Mock2,Qmin17,aodp,GSD,0.982662637,0.970773099,0.994847021
Candida_tropicalis,Mock2,Qmin17,aodp,GSD,0.992954646,0.988601491,0.997346307
Candida_zeylanoides,Mock2,Qmin17,aodp,GSD,0.979848034,0.992637216,0.967384214
Cortinarius_globuliformis,Mock2,Qmin17,aodp,GSD,0.802185792,0.673394495,0.991891892
Cryptococcus_gattii_VGI,Mock2,Qmin17,aodp,GSD,0.951264881,0.916159083,0.989168279
Cryptococcus_neoformans_VNIII,Mock2,Qmin17,aodp,GSD,0.980707998,0.965695315,0.996194825
Cryptovalsa_ampelina,Mock2,Qmin17,aodp,GSD,0.996114996,0.992772328,0.999480249
Diaporthe_sp._CCL067,Mock2,Qmin17,aodp,GSD,0.993785054,0.991230723,0.996352584
Diplodia_seriata,Mock2,Qmin17,aodp,GSD,0.993865031,0.99016742,0.997590361
Entoleuca_sp._,Mock2,Qmin17,aodp,GSD,0.987168271,0.976066897,0.998525074
Erysiphe_necator,Mock2,Qmin17,aodp,GSD,0.967341607,0.94031746,0.99596503
Eutypa_lata,Mock2,Qmin17,aodp,GSD,0.987088713,0.979338843,0.994962217
Fusarium_proliferatum,Mock2,Qmin17,aodp,GSD,0.981974922,0.976617303,0.987391647
Fusarium_pseudograminearum,Mock2,Qmin17,aodp,GSD,0.976623377,0.956743003,0.99734748
Geotrichum_candidum,Mock2,Qmin17,aodp,GSD,0.995463918,0.99793303,0.993006993
Kluyveromyces_lactis,Mock2,Qmin17,aodp,GSD,0.983944954,0.981693364,0.986206897
Kluyveromyces_marxianus,Mock2,Qmin17,aodp,GSD,0.984625668,0.993256912,0.976143141
Kodamaea_ohmeri,Mock2,Qmin17,aodp,GSD,0.987477639,0.985010707,0.989956958
Leptosphaeria_maculans,Mock2,Qmin17,aodp,GSD,0.96419168,0.935615738,0.994568169
Penicillium_chrysogenum,Mock2,Qmin17,aodp,GSD,0.933866503,0.95531781,0.913357401
Pichia_kudriavzevii,Mock2,Qmin17,aodp,GSD,0.94221438,0.979816514,0.907391674
Pichia_membranifaciens,Mock2,Qmin17,aodp,GSD,0.879432624,0.786312515,0.997571342
Puccinia_graminis_,Mock2,Qmin17,aodp,GSD,0.987615658,0.987194081,0.988037596
Puccinia_striiformis_var_tritici,Mock2,Qmin17,aodp,GSD,0.981195153,0.974273859,0.988215488
Puccinia_triticina,Mock2,Qmin17,aodp,GSD,0.984804397,0.973162939,0.996727749
Pyrenophora_tritici-repentis,Mock2,Qmin17,aodp,GSD,0.896894999,0.839769197,0.962360122
Quambalaria_cyanescens,Mock2,Qmin17,aodp,GSD,0.981853532,0.964968153,0.999340369
Rhodotorula_mucilaginosa,Mock2,Qmin17,aodp,GSD,0.994418753,0.995530013,0.993309971
Scedosporium_aurantiacum,Mock2,Qmin17,aodp,GSD,0.963619403,0.947706422,0.980075901
Scedosporium_boydii,Mock2,Qmin17,aodp,GSD,0.983811626,0.970951344,0.997017151
Sclerotinia_sclerotiorum,Mock2,Qmin17,aodp,GSD,0.986673994,0.97449118,0.999165275
Sporisorium_scitamineum,Mock2,Qmin17,aodp,GSD,0.923323966,0.864661654,0.990525409
Trichomonascus_ciferrii,Mock2,Qmin17,aodp,GSD,0.979829325,0.966335119,0.993705744
Trichosporon_asahii,Mock2,Qmin17,aodp,GSD,0.990759947,0.985371343,0.996207812
Tuber_brumale,Mock2,Qmin17,aodp,GSD,0.993164063,0.99171136,0.994621027
Wickerhamomyces_anomalus,Mock2,Qmin17,aodp,GSD,0.992139738,0.987826087,0.996491228
Yamadazyma_mexicana,Mock2,Qmin17,aodp,GSD,0.992362768,0.993785851,0.990943756
Yamadazyma_scolyti,Mock2,Qmin17,aodp,GSD,0.997476871,0.996638655,0.998316498
Yarrowia_lipolytica,Mock2,Qmin17,aodp,GSD,0.945131791,0.993216507,0.901487943
Zymoseptoria_tritici,Mock2,Qmin17,aodp,GSD,0.992176714,0.988990826,0.995383195
Aspergillus_flavus,Mock2,Qmin17,dnabarcoder,GSD,0.64608076,0.748623853,0.568245125
Aspergillus_fumigatus,Mock2,Qmin17,dnabarcoder,GSD,0.710238569,0.553875969,0.989612188
Asteroma_sp._CCL060,Mock2,Qmin17,dnabarcoder,GSD,0.984126984,0.985135828,0.983120205
Austropuccinia_psidii,Mock2,Qmin17,dnabarcoder,GSD,0.984076433,0.979397781,0.9888
Blastobotrys_adeninivorans,Mock2,Qmin17,dnabarcoder,GSD,0.991590214,0.996925442,0.986311787
Blastobotrys_proliferans,Mock2,Qmin17,dnabarcoder,GSD,0.97569757,0.994495413,0.957597173
Botrytis_cinerea,Mock2,Qmin17,dnabarcoder,GSD,0.72407492,0.68377912,0.769417476
Botrytis_fabae,Mock2,Qmin17,dnabarcoder,GSD,0.49116905,0.535779817,0.453416149
Candida_boleticola,Mock2,Qmin17,dnabarcoder,GSD,0.977917981,0.995412844,0.961027458
Candida_caryicola,Mock2,Qmin17,dnabarcoder,GSD,0.933564915,0.986238532,0.886232481
Candida_catenulata,Mock2,Qmin17,dnabarcoder,GSD,0.924907673,0.992951542,0.865591398
Candida_dubliniensis,Mock2,Qmin17,dnabarcoder,GSD,0.983878397,0.979816514,0.987974098
Candida_glabrata,Mock2,Qmin17,dnabarcoder,GSD,0.869529315,0.77171125,0.995744681
Candida_metapsilosis,Mock2,Qmin17,dnabarcoder,GSD,0.978464657,0.973777105,0.983197556
Candida_parapsilosis,Mock2,Qmin17,dnabarcoder,GSD,0.984789086,0.986800754,0.982785603
Candida_tropicalis,Mock2,Qmin17,dnabarcoder,GSD,0.986247544,0.990355107,0.982173913
Candida_zeylanoides,Mock2,Qmin17,dnabarcoder,GSD,0.974851092,0.985943775,0.964005236
Cortinarius_globuliformis,Mock2,Qmin17,dnabarcoder,GSD,0.945971564,0.91559633,0.978431373
Cryptococcus_gattii_VGI,Mock2,Qmin17,dnabarcoder,GSD,0.951219512,0.908276603,0.998424577
Cryptococcus_neoformans_VNIII,Mock2,Qmin17,dnabarcoder,GSD,0.981069042,0.974917005,0.987299216
Cryptovalsa_ampelina,Mock2,Qmin17,dnabarcoder,GSD,0.979124236,0.992772328,0.965846308
Diaporthe_sp._CCL067,Mock2,Qmin17,dnabarcoder,GSD,0.993636364,0.991533112,0.995748558
Diplodia_seriata,Mock2,Qmin17,dnabarcoder,GSD,0.993467538,0.99016742,0.996789727
Entoleuca_sp._,Mock2,Qmin17,dnabarcoder,GSD,0.987024348,0.976066897,0.99823061
Erysiphe_necator,Mock2,Qmin17,dnabarcoder,GSD,0.966563366,0.940634921,0.993961758
Eutypa_lata,Mock2,Qmin17,dnabarcoder,GSD,0.986677769,0.979338843,0.994127517
Fusarium_proliferatum,Mock2,Qmin17,dnabarcoder,GSD,0.978539082,0.968433359,0.988857939
Fusarium_pseudograminearum,Mock2,Qmin17,dnabarcoder,GSD,0.970313825,0.970313825,0.970313825
Geotrichum_candidum,Mock2,Qmin17,dnabarcoder,GSD,0.995670996,0.998346424,0.993009868
Kluyveromyces_lactis,Mock2,Qmin17,dnabarcoder,GSD,0.983615819,0.995995423,0.971540179
Kluyveromyces_marxianus,Mock2,Qmin17,dnabarcoder,GSD,0.987299465,0.995954147,0.978793903
Kodamaea_ohmeri,Mock2,Qmin17,dnabarcoder,GSD,0.983957219,0.985010707,0.982905983
Leptosphaeria_maculans,Mock2,Qmin17,dnabarcoder,GSD,0.992581223,0.991313235,0.993852459
Penicillium_chrysogenum,Mock2,Qmin17,dnabarcoder,GSD,0.913082707,0.95531781,0.874423963
Pichia_kudriavzevii,Mock2,Qmin17,dnabarcoder,GSD,0.945921986,0.978899083,0.91509434
Pichia_membranifaciens,Mock2,Qmin17,dnabarcoder,GSD,0.882038965,0.790859057,0.996983409
Puccinia_graminis_,Mock2,Qmin17,dnabarcoder,GSD,0.987927565,0.978087649,0.99796748
Puccinia_striiformis_var_tritici,Mock2,Qmin17,dnabarcoder,GSD,0.982426778,0.974273859,0.9907173
Puccinia_triticina,Mock2,Qmin17,dnabarcoder,GSD,0.978240303,0.991054313,0.965753425
Pyrenophora_tritici-repentis,Mock2,Qmin17,dnabarcoder,GSD,0.896731407,0.840213049,0.961401727
Quambalaria_cyanescens,Mock2,Qmin17,dnabarcoder,GSD,0.977734753,0.964968153,0.990843689
Rhodotorula_mucilaginosa,Mock2,Qmin17,dnabarcoder,GSD,0.994260204,0.995530013,0.992993631
Scedosporium_aurantiacum,Mock2,Qmin17,dnabarcoder,GSD,0.965614696,0.940366972,0.992255566
Scedosporium_boydii,Mock2,Qmin17,dnabarcoder,GSD,0.985041955,0.980392157,0.98973607
Sclerotinia_sclerotiorum,Mock2,Qmin17,dnabarcoder,GSD,0.983763133,0.978290366,0.989297475
Sporisorium_scitamineum,Mock2,Qmin17,dnabarcoder,GSD,0.934868944,0.884962406,0.990740741
Trichomonascus_ciferrii,Mock2,Qmin17,dnabarcoder,GSD,0.979829325,0.966335119,0.993705744
Trichosporon_asahii,Mock2,Qmin17,dnabarcoder,GSD,0.980223881,0.985371343,0.975129918
Tuber_brumale,Mock2,Qmin17,dnabarcoder,GSD,0.983796856,0.99171136,0.976007678
Wickerhamomyces_anomalus,Mock2,Qmin17,dnabarcoder,GSD,0.990697674,0.987826087,0.993586006
Yamadazyma_mexicana,Mock2,Qmin17,dnabarcoder,GSD,0.991889313,0.993785851,0.99
Yamadazyma_scolyti,Mock2,Qmin17,dnabarcoder,GSD,0.984768762,0.996078431,0.973713034
Yarrowia_lipolytica,Mock2,Qmin17,dnabarcoder,GSD,0.94108195,0.993216507,0.894147583
Zymoseptoria_tritici,Mock2,Qmin17,dnabarcoder,GSD,0.986727689,0.988990826,0.984474886
Aspergillus_flavus,Mock2,Qmin17,emu,GSD,0.621989505,0.740313624,0.536276571
Aspergillus_fumigatus,Mock2,Qmin17,emu,GSD,0.716757136,0.558551429,1
Asteroma_sp._CCL060,Mock2,Qmin17,emu,GSD,0.994329897,0.988723731,1
Austropuccinia_psidii,Mock2,Qmin17,emu,GSD,0.993085106,0.986265188,1
Blastobotrys_adeninivorans,Mock2,Qmin17,emu,GSD,0.999231951,1,0.998465081
Blastobotrys_proliferans,Mock2,Qmin17,emu,GSD,0.999541074,0.999082569,1
Botrytis_cinerea,Mock2,Qmin17,emu,GSD,0.998487794,0.996980155,1
Botrytis_fabae,Mock2,Qmin17,emu,GSD,0.985588099,0.972477064,0.999057493
Candida_boleticola,Mock2,Qmin17,emu,GSD,0.983035475,0.966636938,1
Candida_caryicola,Mock2,Qmin17,emu,GSD,0.882378077,0.994495413,0.792979253
Candida_catenulata,Mock2,Qmin17,emu,GSD,0.990768535,0.995594714,0.985988921
Candida_dubliniensis,Mock2,Qmin17,emu,GSD,0.999541074,0.999082569,1
Candida_glabrata,Mock2,Qmin17,emu,GSD,0.871449356,0.779845407,0.987438013
Candida_metapsilosis,Mock2,Qmin17,emu,GSD,0.994691507,0.999495714,0.989933263
Candida_parapsilosis,Mock2,Qmin17,emu,GSD,0.997165897,0.999685732,0.994658733
Candida_tropicalis,Mock2,Qmin17,emu,GSD,0.998023281,0.996054362,1
Candida_zeylanoides,Mock2,Qmin17,emu,GSD,0.97540714,0.999330656,0.952602281
Cortinarius_globuliformis,Mock2,Qmin17,emu,GSD,0.934061089,0.886771243,0.986678818
Cryptococcus_gattii_VGI,Mock2,Qmin17,emu,GSD,0.95858209,0.920458617,1
Cryptococcus_neoformans_VNIII,Mock2,Qmin17,emu,GSD,0.983388626,0.984876429,0.981905312
Cryptovalsa_ampelina,Mock2,Qmin17,emu,GSD,0.999741802,0.999483738,1
Diaporthe_sp._CCL067,Mock2,Qmin17,emu,GSD,0.99878898,0.997580889,1
Diplodia_seriata,Mock2,Qmin17,emu,GSD,0.99706823,0.994153601,1
Entoleuca_sp._,Mock2,Qmin17,emu,GSD,0.990836364,0.982122261,0.999706487
Erysiphe_necator,Mock2,Qmin17,emu,GSD,0.973016028,0.947450062,1
Eutypa_lata,Mock2,Qmin17,emu,GSD,0.989983306,0.980165289,1
Fusarium_proliferatum,Mock2,Qmin17,emu,GSD,0.982885425,0.987139517,0.978667842
Fusarium_pseudograminearum,Mock2,Qmin17,emu,GSD,0.985984947,0.972357308,1
Geotrichum_candidum,Mock2,Qmin17,emu,GSD,0.99480052,1,0.98965483
Kluyveromyces_lactis,Mock2,Qmin17,emu,GSD,0.999713877,0.999427918,1
Kluyveromyces_marxianus,Mock2,Qmin17,emu,GSD,0.995594569,0.999325691,0.991891205
Kodamaea_ohmeri,Mock2,Qmin17,emu,GSD,0.995698925,0.99143469,1
Leptosphaeria_maculans,Mock2,Qmin17,emu,GSD,0.997951869,0.99591211,1
Penicillium_chrysogenum,Mock2,Qmin17,emu,GSD,0.941476308,0.959723096,0.92391041
Pichia_kudriavzevii,Mock2,Qmin17,emu,GSD,0.953960365,0.98440367,0.925343533
Pichia_membranifaciens,Mock2,Qmin17,emu,GSD,0.886224354,0.795884183,0.999699429
Puccinia_graminis_,Mock2,Qmin17,emu,GSD,0.999288054,0.99857712,1
Puccinia_striiformis_var_tritici,Mock2,Qmin17,emu,GSD,0.991278677,0.993360996,0.98920507
Puccinia_triticina,Mock2,Qmin17,emu,GSD,0.996794872,0.993610224,1
Pyrenophora_tritici-repentis,Mock2,Qmin17,emu,GSD,0.901245824,0.845095428,0.965388835
Quambalaria_cyanescens,Mock2,Qmin17,emu,GSD,0.983489803,0.967515924,1
Rhodotorula_mucilaginosa,Mock2,Qmin17,emu,GSD,0.998243092,0.997765006,0.998721636
Scedosporium_aurantiacum,Mock2,Qmin17,emu,GSD,0.979400749,0.959633028,1
Scedosporium_boydii,Mock2,Qmin17,emu,GSD,0.993421053,0.986928105,1
Sclerotinia_sclerotiorum,Mock2,Qmin17,emu,GSD,0.993567113,0.987216462,1
Sporisorium_scitamineum,Mock2,Qmin17,emu,GSD,0.953386878,0.91161069,0.999175898
Trichomonascus_ciferrii,Mock2,Qmin17,emu,GSD,0.98564222,0.971690895,1
Trichosporon_asahii,Mock2,Qmin17,emu,GSD,0.963042695,0.990997749,0.936621539
Tuber_brumale,Mock2,Qmin17,emu,GSD,0.988338165,0.994636763,0.982118838
Wickerhamomyces_anomalus,Mock2,Qmin17,emu,GSD,0.996217632,0.992463768,1
Yamadazyma_mexicana,Mock2,Qmin17,emu,GSD,0.996651206,0.999043977,0.994269869
Yamadazyma_scolyti,Mock2,Qmin17,emu,GSD,1,1,1
Yarrowia_lipolytica,Mock2,Qmin17,emu,GSD,0.947255252,0.996042962,0.903023764
Zymoseptoria_tritici,Mock2,Qmin17,emu,GSD,0.996778647,0.993577982,1
Aspergillus_flavus,Mock2,Qmin17,vtd,GSD,0.972093023,0.958715596,0.985849057
Aspergillus_fumigatus,Mock2,Qmin17,vtd,GSD,0.98426879,0.982170543,0.986376022
Asteroma_sp._CCL060,Mock2,Qmin17,vtd,GSD,0.994855967,0.99128652,0.998451213
Austropuccinia_psidii,Mock2,Qmin17,vtd,GSD,0.990782196,0.993660856,0.987920168
Blastobotrys_adeninivorans,Mock2,Qmin17,vtd,GSD,0.988136242,0.992313605,0.983993902
Blastobotrys_proliferans,Mock2,Qmin17,vtd,GSD,0.990406578,0.994495413,0.986351228
Botrytis_cinerea,Mock2,Qmin17,vtd,GSD,0.979802321,0.983606557,0.976027397
Botrytis_fabae,Mock2,Qmin17,vtd,GSD,0.966604824,0.955963303,0.977485929
Candida_boleticola,Mock2,Qmin17,vtd,GSD,0.985799359,0.987155963,0.984446478
Candida_caryicola,Mock2,Qmin17,vtd,GSD,0.985747126,0.983486239,0.988018433
Candida_catenulata,Mock2,Qmin17,vtd,GSD,0.978146853,0.985903084,0.970511709
Candida_dubliniensis,Mock2,Qmin17,vtd,GSD,0.978311029,0.972477064,0.984215413
Candida_glabrata,Mock2,Qmin17,vtd,GSD,0.94275592,0.926346647,0.959757024
Candida_metapsilosis,Mock2,Qmin17,vtd,GSD,0.976720648,0.973272819,0.980192991
Candida_parapsilosis,Mock2,Qmin17,vtd,GSD,0.981533646,0.985543683,0.97755611
Candida_tropicalis,Mock2,Qmin17,vtd,GSD,0.99030837,0.985532661,0.995130589
Candida_zeylanoides,Mock2,Qmin17,vtd,GSD,0.985623537,0.986613119,0.984635939
Cortinarius_globuliformis,Mock2,Qmin17,vtd,GSD,0.993109784,0.991743119,0.994480221
Cryptococcus_gattii_VGI,Mock2,Qmin17,vtd,GSD,0.987654321,0.98889287,0.986418871
Cryptococcus_neoformans_VNIII,Mock2,Qmin17,vtd,GSD,0.982397628,0.977867945,0.986969471
Cryptovalsa_ampelina,Mock2,Qmin17,vtd,GSD,0.995084088,0.992772328,0.997406639
Diaporthe_sp._CCL067,Mock2,Qmin17,vtd,GSD,0.993944899,0.992742667,0.995150045
Diplodia_seriata,Mock2,Qmin17,vtd,GSD,0.996410052,0.995748073,0.997072911
Entoleuca_sp._,Mock2,Qmin17,vtd,GSD,0.993218872,0.992502884,0.993935894
Erysiphe_necator,Mock2,Qmin17,vtd,GSD,0.99364676,0.993015873,0.994278449
Eutypa_lata,Mock2,Qmin17,vtd,GSD,0.997113402,0.999173554,0.995061728
Fusarium_proliferatum,Mock2,Qmin17,vtd,GSD,0.985586287,0.985970382,0.985202492
Fusarium_pseudograminearum,Mock2,Qmin17,vtd,GSD,0.9886873,0.982188295,0.995272884
Geotrichum_candidum,Mock2,Qmin17,vtd,GSD,0.995049505,0.997106242,0.993001235
Kluyveromyces_lactis,Mock2,Qmin17,vtd,GSD,0.980780102,0.992562929,0.969273743
Kluyveromyces_marxianus,Mock2,Qmin17,vtd,GSD,0.986236992,0.990559676,0.981951872
Kodamaea_ohmeri,Mock2,Qmin17,vtd,GSD,0.989653942,0.990007138,0.989300999
Leptosphaeria_maculans,Mock2,Qmin17,vtd,GSD,0.993871297,0.994379152,0.993363961
Penicillium_chrysogenum,Mock2,Qmin17,vtd,GSD,0.990871892,0.990560101,0.991183879
Pichia_kudriavzevii,Mock2,Qmin17,vtd,GSD,0.958089229,0.975229358,0.941541187
Pichia_membranifaciens,Mock2,Qmin17,vtd,GSD,0.970855457,0.98444604,0.957635009
Puccinia_graminis_,Mock2,Qmin17,vtd,GSD,0.988339022,0.988901537,0.987777146
Puccinia_striiformis_var_tritici,Mock2,Qmin17,vtd,GSD,0.981210856,0.975103734,0.987394958
Puccinia_triticina,Mock2,Qmin17,vtd,GSD,0.987797046,0.982747604,0.992898644
Pyrenophora_tritici-repentis,Mock2,Qmin17,vtd,GSD,0.994224789,0.99334221,0.995108937
Quambalaria_cyanescens,Mock2,Qmin17,vtd,GSD,0.997447352,0.995541401,0.999360614
Rhodotorula_mucilaginosa,Mock2,Qmin17,vtd,GSD,0.995219885,0.997126437,0.993320611
Scedosporium_aurantiacum,Mock2,Qmin17,vtd,GSD,0.971296296,0.962385321,0.980373832
Scedosporium_boydii,Mock2,Qmin17,vtd,GSD,0.985823337,0.984749455,0.986899563
Sclerotinia_sclerotiorum,Mock2,Qmin17,vtd,GSD,0.988969086,0.985345997,0.992618917
Sporisorium_scitamineum,Mock2,Qmin17,vtd,GSD,0.98528857,0.981954887,0.988644966
Trichomonascus_ciferrii,Mock2,Qmin17,vtd,GSD,0.989651207,0.987758225,0.991551459
Trichosporon_asahii,Mock2,Qmin17,vtd,GSD,0.994182774,0.993623406,0.994742771
Tuber_brumale,Mock2,Qmin17,vtd,GSD,0.994149196,0.994149196,0.994149196
Wickerhamomyces_anomalus,Mock2,Qmin17,vtd,GSD,0.989259797,0.987826087,0.990697674
Yamadazyma_mexicana,Mock2,Qmin17,vtd,GSD,0.993057218,0.991395793,0.994724221
Yamadazyma_scolyti,Mock2,Qmin17,vtd,GSD,0.996636771,0.996078431,0.997195738
Yarrowia_lipolytica,Mock2,Qmin17,vtd,GSD,0.953456348,0.978518937,0.929645542
Zymoseptoria_tritici,Mock2,Qmin17,vtd,GSD,0.993103448,0.990825688,0.995391705
Aspergillus_flavus,Mock2,Qmin17,mycoAIBert,GSD,0.967053364,0.955963303,0.978403756
Aspergillus_fumigatus,Mock2,Qmin17,mycoAIBert,GSD,0.983440483,0.978294574,0.988640815
Asteroma_sp._CCL060,Mock2,Qmin17,mycoAIBert,GSD,0.991786448,0.990261404,0.993316195
Austropuccinia_psidii,Mock2,Qmin17,mycoAIBert,GSD,0.987414788,0.99471738,0.980218636
Blastobotrys_adeninivorans,Mock2,Qmin17,mycoAIBert,GSD,0.985904762,0.994619523,0.97734139
Blastobotrys_proliferans,Mock2,Qmin17,mycoAIBert,GSD,0.989473684,0.991743119,0.987214612
Botrytis_cinerea,Mock2,Qmin17,mycoAIBert,GSD,0.87020649,0.890854185,0.850494234
Botrytis_fabae,Mock2,Qmin17,mycoAIBert,GSD,0.700636943,0.655963303,0.751840168
Candida_boleticola,Mock2,Qmin17,mycoAIBert,GSD,0.983531565,0.986238532,0.980839416
Candida_caryicola,Mock2,Qmin17,mycoAIBert,GSD,0.983035305,0.983486239,0.982584785
Candida_catenulata,Mock2,Qmin17,mycoAIBert,GSD,0.979930192,0.989427313,0.970613656
Candida_dubliniensis,Mock2,Qmin17,mycoAIBert,GSD,0.975183824,0.973394495,0.976979742
Candida_glabrata,Mock2,Qmin17,mycoAIBert,GSD,0.955317578,0.947966288,0.962783774
Candida_metapsilosis,Mock2,Qmin17,mycoAIBert,GSD,0.976274609,0.975289965,0.977261243
Candida_parapsilosis,Mock2,Qmin17,mycoAIBert,GSD,0.980140735,0.984915148,0.975412387
Candida_tropicalis,Mock2,Qmin17,mycoAIBert,GSD,0.988287293,0.980271811,0.996434938
Candida_zeylanoides,Mock2,Qmin17,mycoAIBert,GSD,0.981333333,0.985274431,0.977423639
Cortinarius_globuliformis,Mock2,Qmin17,mycoAIBert,GSD,0.987654321,0.990825688,0.984503191
Cryptococcus_gattii_VGI,Mock2,Qmin17,mycoAIBert,GSD,0.98903075,0.985309925,0.992779783
Cryptococcus_neoformans_VNIII,Mock2,Qmin17,mycoAIBert,GSD,0.984103512,0.981925489,0.986291219
Cryptovalsa_ampelina,Mock2,Qmin17,mycoAIBert,GSD,0.993274703,0.991223542,0.99533437
Diaporthe_sp._CCL067,Mock2,Qmin17,mycoAIBert,GSD,0.993946731,0.993045056,0.994850045
Diplodia_seriata,Mock2,Qmin17,mycoAIBert,GSD,0.995880399,0.995748073,0.996012759
Entoleuca_sp._,Mock2,Qmin17,mycoAIBert,GSD,0.988938371,0.992502884,0.98539937
Erysiphe_necator,Mock2,Qmin17,mycoAIBert,GSD,0.991877688,0.988571429,0.995206136
Eutypa_lata,Mock2,Qmin17,mycoAIBert,GSD,0.991347342,0.994214876,0.988496302
Fusarium_proliferatum,Mock2,Qmin17,mycoAIBert,GSD,0.985167838,0.983632112,0.986708366
Fusarium_pseudograminearum,Mock2,Qmin17,mycoAIBert,GSD,0.990817852,0.983884648,0.997849462
Geotrichum_candidum,Mock2,Qmin17,mycoAIBert,GSD,0.994427245,0.99586606,0.99299258
Kluyveromyces_lactis,Mock2,Qmin17,mycoAIBert,GSD,0.979903765,0.9902746,0.969747899
Kluyveromyces_marxianus,Mock2,Qmin17,mycoAIBert,GSD,0.981170141,0.983816588,0.978537894
Kodamaea_ohmeri,Mock2,Qmin17,mycoAIBert,GSD,0.988932524,0.988579586,0.989285714
Leptosphaeria_maculans,Mock2,Qmin17,mycoAIBert,GSD,0.993114002,0.994890138,0.991344196
Penicillium_chrysogenum,Mock2,Qmin17,mycoAIBert,GSD,0.990248506,0.990560101,0.989937107
Pichia_kudriavzevii,Mock2,Qmin17,mycoAIBert,GSD,0.960214573,0.985321101,0.936355711
Pichia_membranifaciens,Mock2,Qmin17,mycoAIBert,GSD,0.96929877,0.970806413,0.967795802
Puccinia_graminis_,Mock2,Qmin17,mycoAIBert,GSD,0.985783338,0.986624929,0.984943182
Puccinia_striiformis_var_tritici,Mock2,Qmin17,mycoAIBert,GSD,0.977980889,0.976763485,0.979201331
Puccinia_triticina,Mock2,Qmin17,mycoAIBert,GSD,0.981818182,0.983386581,0.980254777
Pyrenophora_tritici-repentis,Mock2,Qmin17,mycoAIBert,GSD,0.991134752,0.992454505,0.989818504
Quambalaria_cyanescens,Mock2,Qmin17,mycoAIBert,GSD,0.993292878,0.99044586,0.99615631
Rhodotorula_mucilaginosa,Mock2,Qmin17,mycoAIBert,GSD,0.994742711,0.996807152,0.992686804
Scedosporium_aurantiacum,Mock2,Qmin17,mycoAIBert,GSD,0.972299169,0.966055046,0.978624535
Scedosporium_boydii,Mock2,Qmin17,mycoAIBert,GSD,0.987240248,0.983297023,0.991215227
Sclerotinia_sclerotiorum,Mock2,Qmin17,mycoAIBert,GSD,0.98805646,0.987788331,0.988324735
Sporisorium_scitamineum,Mock2,Qmin17,mycoAIBert,GSD,0.983371126,0.978195489,0.988601824
Trichomonascus_ciferrii,Mock2,Qmin17,mycoAIBert,GSD,0.984333206,0.985462892,0.983206107
Trichosporon_asahii,Mock2,Qmin17,mycoAIBert,GSD,0.992692524,0.993623406,0.991763385
Tuber_brumale,Mock2,Qmin17,mycoAIBert,GSD,0.991968849,0.993661628,0.990281827
Wickerhamomyces_anomalus,Mock2,Qmin17,mycoAIBert,GSD,0.986674392,0.987246377,0.986103069
Yamadazyma_mexicana,Mock2,Qmin17,mycoAIBert,GSD,0.993545302,0.993307839,0.993782879
Yamadazyma_scolyti,Mock2,Qmin17,mycoAIBert,GSD,0.993844432,0.994957983,0.992733371
Yarrowia_lipolytica,Mock2,Qmin17,mycoAIBert,GSD,0.959206799,0.957037875,0.961385576
Zymoseptoria_tritici,Mock2,Qmin17,mycoAIBert,GSD,0.991280404,0.990825688,0.991735537
Aspergillus_flavus,Mock2,Qmin17,mycoAICNN,GSD,0.96893834,0.958715596,0.979381443
Aspergillus_fumigatus,Mock2,Qmin17,mycoAICNN,GSD,0.980399767,0.979069767,0.981733385
Asteroma_sp._CCL060,Mock2,Qmin17,mycoAICNN,GSD,0.993316195,0.990261404,0.996389892
Austropuccinia_psidii,Mock2,Qmin17,mycoAICNN,GSD,0.991578947,0.995245642,0.987939171
Blastobotrys_adeninivorans,Mock2,Qmin17,mycoAICNN,GSD,0.988910134,0.993850884,0.984018265
Blastobotrys_proliferans,Mock2,Qmin17,mycoAICNN,GSD,0.989000917,0.989908257,0.988095238
Botrytis_cinerea,Mock2,Qmin17,mycoAICNN,GSD,0.980434315,0.983606557,0.977282469
Botrytis_fabae,Mock2,Qmin17,mycoAICNN,GSD,0.968460111,0.957798165,0.979362101
Candida_boleticola,Mock2,Qmin17,mycoAICNN,GSD,0.986666667,0.98440367,0.988940092
Candida_caryicola,Mock2,Qmin17,mycoAICNN,GSD,0.983019734,0.982568807,0.983471074
Candida_catenulata,Mock2,Qmin17,mycoAICNN,GSD,0.976966536,0.99030837,0.963979417
Candida_dubliniensis,Mock2,Qmin17,mycoAICNN,GSD,0.97478221,0.975229358,0.974335472
Candida_glabrata,Mock2,Qmin17,mycoAICNN,GSD,0.946954077,0.925613778,0.969301612
